Prof, Course, Course Number, Average, Term
SAYLOR B,MUSIC,784,4.0,s2022
HART A,MUSIC,7901,3.477777778,f2018
HART A,MUSIC,7901,3.91,s2019
CHEN T,MUSIC,792,3.9,f2017
PERESS M,MUSIC,792,3.9,f2017
DIPONIO J,MUSIC,792,4.0,f2018
DIPONIO J,MUSIC,792,3.881818182,f2019
POWELL M,MUSIC,792,3.881818182,f2019
DIPONIO J,MUSIC,792,4,f2020
POWELL M,MUSIC,792,4,f2020
GRASSO R,MUSIC,792,3.946,f2021
POWELL M,MUSIC,792,3.946,f2021
GRASSO R,MUSIC,792,3.929,f2022
POWELL M,MUSIC,792,3.929,f2022
GRASSO R,MUSIC,792,4.0,f2023
LIPSEY M,MUSIC,792,4.0,f2023
CHEN T,MUSIC,792,3.952380952,s2018
DIPONIO J,MUSIC,792,3.96,s2019
DIPONIO J,MUSIC,792,4,s2020
POWELL M,MUSIC,792,4,s2020
GRASSO R,MUSIC,792,4.0,s2022
POWELL M,MUSIC,792,4.0,s2022
GRASSO R,MUSIC,792,3.933,s2023
POWELL M,MUSIC,792,3.933,s2023
0,PERM,4990,#DIV/0!,f2017
0,PERM,4990,0.0,f2018
0,PERM,4990,0.0,f2023
0,PERM,4990,0.0,s2018
0,PERM,4990,0,s2019
0,PERM,4990,0.0,s2021
,PERM,4990,0.0,s2023
0,PERM,4993,#DIV/0!,f2017
0,PERM,4993,0.0,f2018
0,PERM,4993,0,f2019
0,PERM,4993,0,f2020
,PERM,4993,0.0,f2021
,PERM,4993,0.0,f2022
,PERM,4993,0.0,f2022
,PERM,4993,0.0,f2022
0,PERM,4993,0.0,f2023
0,PERM,4993,0.0,f2023
0,PERM,4993,0.0,f2023
0,PERM,4993,0.0,s2018
0,PERM,4993,0.0,s2018
0,PERM,4993,0,s2019
0,PERM,4993,0,s2020
0,PERM,4993,0.0,s2021
0,PERM,4993,0.0,s2021
0,PERM,4993,0.0,s2022
0,PERM,4993,0.0,s2022
0,PERM,4993,0.0,s2022
,PERM,4993,0.0,s2023
,PERM,4993,0.0,s2023
0,PERM,4994,#DIV/0!,f2017
0,PERM,4994,0,f2019
0,PERM,4994,0,f2020
,PERM,4994,0.0,f2021
,PERM,4994,0.0,f2021
,PERM,4994,0.0,f2022
,PERM,4994,0.0,f2022
,PERM,4994,0.0,f2022
0,PERM,4994,0.0,f2023
0,PERM,4994,0.0,f2023
0,PERM,4994,0,s2019
0,PERM,4994,0,s2020
0,PERM,4994,0.0,s2021
0,PERM,4994,0.0,s2022
0,PERM,4994,0.0,s2022
,PERM,4994,0.0,s2023
,PERM,4994,0.0,s2023
0,PERM,4995,0.0,s2021
0,PERM,7993,#DIV/0!,f2017
0,PERM,7993,0,f2020
0,PERM,7993,0.0,s2021
WEISS Y,PHIL,101,2.778571429,f2017
TAHA W,PHIL,101,2.222222222,f2017
DOUKHAN A,PHIL,101,3.871428571,f2017
PUGLISI M,PHIL,101,2.442857143,f2017
DONATO A,PHIL,101,3.409090909,f2017
DONATO A,PHIL,101,3.165517241,f2017
TAHA W,PHIL,101,2.695833333,f2017
WEISS Y,PHIL,101,2.775862069,f2017
JORDAN J,PHIL,101,3.15,f2017
JORDAN J,PHIL,101,3.1025,f2017
MALAGON A,PHIL,101,2.523809524,f2017
MALAGON A,PHIL,101,3.369565217,f2017
PACE C,PHIL,101,3.237931034,f2017
PACE C,PHIL,101,2.455,f2017
O'CONNOR P,PHIL,101,1.738095238,f2017
LEITES E,PHIL,101,4.0,f2018
POLISH J,PHIL,101,3.868965517,f2018
PUGLISI M,PHIL,101,3.673684211,f2018
DONATO A,PHIL,101,3.634375,f2018
POLISH J,PHIL,101,3.532258065,f2018
DOUKHAN A,PHIL,101,3.5,f2018
PUGLISI M,PHIL,101,3.458823529,f2018
DONATO A,PHIL,101,3.454545455,f2018
JORDAN J,PHIL,101,3.222857143,f2018
JORDAN J,PHIL,101,3.205128205,f2018
TAHA W,PHIL,101,2.824242424,f2018
NG S,PHIL,101,2.792,f2018
MALAGON A,PHIL,101,2.657142857,f2018
PACE C,PHIL,101,2.579487179,f2018
WEISS Y,PHIL,101,2.569565217,f2018
MALAGON A,PHIL,101,2.033333333,f2018
LEITES E,PHIL,101,4,f2019
POLISH J,PHIL,101,3.728,f2019
POLISH J,PHIL,101,3.717391304,f2019
POLISH J,PHIL,101,3.623333333,f2019
PAPIGIOTIS A,PHIL,101,3.604166667,f2019
OSTLING J,PHIL,101,3.560714286,f2019
DONATO A,PHIL,101,3.55483871,f2019
DONATO A,PHIL,101,3.173076923,f2019
MICELI S,PHIL,101,2.878571429,f2019
TAHA W,PHIL,101,2.790322581,f2019
TAHA W,PHIL,101,2.519354839,f2019
TAHA W,PHIL,101,2.390909091,f2019
O'CONNOR P,PHIL,101,2.223809524,f2019
POLISH J,PHIL,101,4,f2020
POLISH J,PHIL,101,4,f2020
DONATO A,PHIL,101,3.647826087,f2020
PAPIGIOTIS A,PHIL,101,3.615789474,f2020
DONATO A,PHIL,101,3.5625,f2020
DONATO A,PHIL,101,3.464285714,f2020
KANE J,PHIL,101,3.426086957,f2020
SALAZAR M,PHIL,101,3.365,f2020
TWOMEY R,PHIL,101,3.295652174,f2020
TAHA W,PHIL,101,2.985714286,f2020
TAHA W,PHIL,101,2.684210526,f2020
TAHA W,PHIL,101,2.461111111,f2020
O'CONNOR P,PHIL,101,2.372727273,f2020
POLISH J,PHIL,101,4.0,f2021
POLISH J,PHIL,101,4.0,f2021
DONATO A,PHIL,101,3.573,f2021
KANE J,PHIL,101,3.483,f2021
DONATO A,PHIL,101,3.379,f2021
TAHA W,PHIL,101,2.922,f2021
TAHA W,PHIL,101,2.593,f2021
TAHA W,PHIL,101,2.558,f2021
KANE J,PHIL,101,3.8,f2022
KANE J,PHIL,101,3.79,f2022
DONATO A,PHIL,101,3.442,f2022
ANGELOU E,PHIL,101,3.211,f2022
ASHRAF A,PHIL,101,3.065,f2022
BOTELLO J,PHIL,101,2.918,f2022
O'LOUGHLIN R,PHIL,101,2.844,f2022
ASHRAF A,PHIL,101,2.428,f2022
TAHA W,PHIL,101,2.16,f2022
TAHA W,PHIL,101,2.116,f2022
KANE J,PHIL,101,3.757,f2023
SALAZAR M,PHIL,101,3.652,f2023
TWOMEY R,PHIL,101,3.45,f2023
DONATO A,PHIL,101,3.4,f2023
DONATO A,PHIL,101,3.357,f2023
MALAGON A,PHIL,101,3.196,f2023
MALAGON A,PHIL,101,3.113,f2023
TAHA W,PHIL,101,3.079,f2023
ASHRAF A,PHIL,101,3.067,f2023
MALAGON A,PHIL,101,2.908,f2023
TAHA W,PHIL,101,2.893,f2023
O'LOUGHLIN R,PHIL,101,2.8,f2023
MALAGON A,PHIL,101,2.64137931,s2018
TAHA W,PHIL,101,2.417647059,s2018
POLISH J,PHIL,101,3.388,s2018
DONATO A,PHIL,101,3.425714286,s2018
DONATO A,PHIL,101,3.287096774,s2018
DONATO A,PHIL,101,3.214705882,s2018
TAHA W,PHIL,101,2.9625,s2018
MALAGON A,PHIL,101,3.033333333,s2018
JORDAN J,PHIL,101,2.8925,s2018
JORDAN J,PHIL,101,3.062162162,s2018
MALAGON A,PHIL,101,3.417647059,s2018
O'CONNOR P,PHIL,101,1.775,s2018
O'CONNOR P,PHIL,101,1.657142857,s2018
POLISH J,PHIL,101,3.396666667,s2018
LEITES E,PHIL,101,3.818181818,s2019
POLISH J,PHIL,101,3.693103448,s2019
OSTLING J,PHIL,101,3.262962963,s2019
NG S,PHIL,101,3.145454545,s2019
TAHA W,PHIL,101,3.1125,s2019
JORDAN J,PHIL,101,3.111111111,s2019
JORDAN J,PHIL,101,3.094444444,s2019
TAHA W,PHIL,101,3.091666667,s2019
TAHA W,PHIL,101,2.866666667,s2019
POLISH J,PHIL,101,2.86,s2019
POLISH J,PHIL,101,4,s2020
LEITES E,PHIL,101,4,s2020
LEITES E,PHIL,101,4,s2020
POLISH J,PHIL,101,4,s2020
OSTLING J,PHIL,101,3.979310345,s2020
DONATO A,PHIL,101,3.771428571,s2020
DONATO A,PHIL,101,3.7375,s2020
BURSTEIN H,PHIL,101,3.730769231,s2020
GROVER S,PHIL,101,3.521428571,s2020
TAHA W,PHIL,101,2.877777778,s2020
TAHA W,PHIL,101,2.8125,s2020
TAHA W,PHIL,101,2.5,s2020
O'CONNOR P,PHIL,101,1.9,s2020
POLISH J,PHIL,101,4.0,s2021
NG S,PHIL,101,3.696428571,s2021
DONATO A,PHIL,101,3.692592593,s2021
TWOMEY R,PHIL,101,3.492857143,s2021
PAPIGIOTIS A,PHIL,101,3.458823529,s2021
DONATO A,PHIL,101,3.445,s2021
KANE J,PHIL,101,3.309090909,s2021
TAHA W,PHIL,101,2.79047619,s2021
TAHA W,PHIL,101,2.445,s2021
POLISH J,PHIL,101,3.758,s2022
POLISH J,PHIL,101,3.705,s2022
POLISH J,PHIL,101,3.568,s2022
DONATO A,PHIL,101,3.548,s2022
DONATO A,PHIL,101,3.512,s2022
GRADOWSKI L,PHIL,101,3.329,s2022
TWOMEY R,PHIL,101,3.283,s2022
GRADOWSKI L,PHIL,101,2.929,s2022
TAHA W,PHIL,101,2.261,s2022
KANE J,PHIL,101,3.75,s2023
DONATO A,PHIL,101,3.625,s2023
DONATO A,PHIL,101,3.59,s2023
ASHRAF A,PHIL,101,3.546,s2023
SALAZAR M,PHIL,101,3.519,s2023
GROVER S,PHIL,101,3.283,s2023
ASHRAF A,PHIL,101,3.283,s2023
BOTELLO J,PHIL,101,3.263,s2023
LI D,PHIL,101,2.819,s2023
O'LOUGHLIN R,PHIL,101,2.7,s2023
TAHA W,PHIL,101,2.648,s2023
TAHA W,PHIL,101,2.596,s2023
LEITES E,PHIL,104,2,f2017
PACE C,PHIL,104,3.335897436,f2017
BURSTEIN H,PHIL,104,3.089655172,f2017
OSTLING J,PHIL,104,3.767857143,f2018
LEITES E,PHIL,104,3.652173913,f2018
BURSTEIN H,PHIL,104,3.517647059,f2018
DOUKHAN A,PHIL,104,3.294285714,f2018
PACE C,PHIL,104,3.235294118,f2018
PACE C,PHIL,104,3.235,f2018
TAHA W,PHIL,104,2.77,f2018
TAHA W,PHIL,104,2.533333333,f2018
LEITES E,PHIL,104,4,f2019
OSTLING J,PHIL,104,3.893333333,f2019
DOUKHAN A,PHIL,104,3.561904762,f2019
PUGLISI M,PHIL,104,2.643478261,f2019
PUGLISI M,PHIL,104,3.957142857,f2020
OSTLING J,PHIL,104,3.908695652,f2020
DOUKHAN A,PHIL,104,3.679166667,f2020
KISILEVSKY S,PHIL,104,3.033333333,f2020
KISILEVSKY S,PHIL,104,2.973333333,f2020
PAPIGIOTIS A,PHIL,104,3.832,f2021
OSTLING J,PHIL,104,3.738,f2021
OSTLING J,PHIL,104,3.715,f2021
PUGLISI M,PHIL,104,3.667,f2021
DOUKHAN A,PHIL,104,3.377,f2021
KISILEVSKY S,PHIL,104,2.576,f2021
PUGLISI M,PHIL,104,3.87,f2022
OSTLING J,PHIL,104,3.723,f2022
OSTLING J,PHIL,104,3.671,f2022
PAPIGIOTIS A,PHIL,104,3.526,f2022
KISILEVSKY S,PHIL,104,3.336,f2022
CHYE N,PHIL,104,3.64,f2023
PAPIGIOTIS A,PHIL,104,3.55,f2023
HILGERS T,PHIL,104,3.435,f2023
MALAGON A,PHIL,104,3.322,f2023
KISILEVSKY S,PHIL,104,2.971,f2023
KISILEVSKY S,PHIL,104,2.841,f2023
LEITES E,PHIL,104,2.357894737,s2018
DOUKHAN A,PHIL,104,3.248387097,s2018
DOUKHAN A,PHIL,104,3.053571429,s2018
PUGLISI M,PHIL,104,3.036842105,s2018
BURSTEIN H,PHIL,104,3.275,s2018
OSTLING J,PHIL,104,3.753571429,s2019
PUGLISI M,PHIL,104,3.571428571,s2019
DOUKHAN A,PHIL,104,3.477419355,s2019
KISILEVSKY S,PHIL,104,3.283333333,s2019
KISILEVSKY S,PHIL,104,3.17,s2019
PUGLISI M,PHIL,104,2.94,s2019
LEITES E,PHIL,104,4,s2020
OSTLING J,PHIL,104,3.851851852,s2020
OSTLING J,PHIL,104,3.833333333,s2020
DOUKHAN A,PHIL,104,3.623809524,s2020
PUGLISI M,PHIL,104,3.308333333,s2020
OSTLING J,PHIL,104,3.988461538,s2021
OSTLING J,PHIL,104,3.907142857,s2021
PUGLISI M,PHIL,104,3.78,s2021
DOUKHAN A,PHIL,104,3.734615385,s2021
OSTLING J,PHIL,104,3.859,s2022
PAPIGIOTIS A,PHIL,104,3.75,s2022
DOUKHAN A,PHIL,104,3.33,s2022
KISILEVSKY S,PHIL,104,3.048,s2022
PAPIGIOTIS A,PHIL,104,3.796,s2023
OSTLING J,PHIL,104,3.704,s2023
OSTLING J,PHIL,104,3.703,s2023
PUGLISI M,PHIL,104,3.547,s2023
DOUKHAN A,PHIL,104,3.338,s2023
KISILEVSKY S,PHIL,104,3.1,s2023
MICELI S,PHIL,104H,3.5,f2017
MICELI S,PHIL,104H,3.381818182,f2017
MICELI S,PHIL,104H,3.626315789,f2018
MICELI S,PHIL,104H,3.614285714,f2018
MICELI S,PHIL,104H,3.8,f2019
MICELI S,PHIL,104H,3.75,f2019
MICELI S,PHIL,104H,3.884210526,f2020
MICELI S,PHIL,104H,3.772222222,f2020
MICELI S,PHIL,104H,3.675,f2021
MICELI S,PHIL,104H,3.668,f2021
MICELI S,PHIL,104H,3.871,f2022
MICELI S,PHIL,104H,3.8,f2022
MICELI S,PHIL,104H,3.961,f2023
MICELI S,PHIL,104H,3.912,f2023
MICELI S,PHIL,104H,3.621052632,s2018
MICELI S,PHIL,104H,3.714285714,s2019
MICELI S,PHIL,104H,3.826315789,s2020
MICELI S,PHIL,104H,3.565217391,s2021
MICELI S,PHIL,104H,3.627,s2022
MICELI S,PHIL,104H,3.882,s2023
PAPIGIOTIS A,PHIL,105,3.876,s2022
PAPIGIOTIS A,PHIL,105,3.771,s2023
NG S,PHIL,106,3.67037037,f2020
CORDERO A,PHIL,109,2.559090909,f2017
CORDERO A,PHIL,109,2.258823529,f2017
TAHA W,PHIL,109,2.31,f2017
FRIEDLAND L,PHIL,109,2.10952381,f2017
CORDERO A,PHIL,109,3.308333333,f2018
FRIEDLAND L,PHIL,109,2.345,f2018
WEISS Y,PHIL,109,1.835714286,f2018
ZYGLEWICZ T,PHIL,109,3.2,f2019
TWOMEY R,PHIL,109,3.147368421,f2019
FRIEDLAND L,PHIL,109,2.952173913,f2019
NG S,PHIL,109,2.909090909,f2019
GROVER S,PHIL,109,2.435294118,f2019
FRIEDLAND L,PHIL,109,3.385,f2020
ZYGLEWICZ T,PHIL,109,3.3375,f2020
TWOMEY R,PHIL,109,3.154,f2021
FRIEDLAND L,PHIL,109,3.013,f2021
FRIEDLAND L,PHIL,109,3.444,f2022
CORDERO A,PHIL,109,2.918,f2022
CORDERO A,PHIL,109,3.37,f2023
FRIEDLAND L,PHIL,109,3.136,f2023
GROVER S,PHIL,109,2.426666667,s2018
TAHA W,PHIL,109,2.805,s2018
FRIEDLAND L,PHIL,109,2.638461538,s2018
FRIEDLAND L,PHIL,109,2.745,s2019
TWOMEY R,PHIL,109,2.615,s2019
CORDERO A,PHIL,109,2.192857143,s2019
NG S,PHIL,109,3.654545455,s2020
FRIEDLAND L,PHIL,109,3.6,s2020
ZYGLEWICZ T,PHIL,109,3.042857143,s2020
FRIEDLAND L,PHIL,109,3.026666667,s2021
CORDERO A,PHIL,109,3.0,s2021
CORDERO A,PHIL,109,2.155555556,s2021
FRIEDLAND L,PHIL,109,3.629,s2022
CORDERO A,PHIL,109,2.333,s2022
FRIEDLAND L,PHIL,109,3.417,s2023
CORDERO A,PHIL,109,3.26,s2023
HILGERS T,PHIL,111,3.394,f2023
DOUKHAN A,PHIL,116,3.42,f2017
MALAGON A,PHIL,116,3.533333333,f2018
DOUKHAN A,PHIL,116,2.7,f2018
POLISH J,PHIL,116,3.792857143,f2019
SALAZAR M,PHIL,116,3.273684211,f2019
DOUKHAN A,PHIL,116,3.238461538,f2019
SALAZAR M,PHIL,116,3.794444444,f2020
DOUKHAN A,PHIL,116,3.779166667,f2020
SALAZAR M,PHIL,116,3.81,f2021
DOUKHAN A,PHIL,116,3.437,f2021
GROVER S,PHIL,116,3.212,f2021
DOUKHAN A,PHIL,116,3.092,f2022
DOUKHAN A,PHIL,116,3.276,f2023
BOTELLO J,PHIL,116,3.138,f2023
DOUKHAN A,PHIL,116,3.268,s2018
DOUKHAN A,PHIL,116,2.966666667,s2019
DOUKHAN A,PHIL,116,3.757692308,s2020
SALAZAR M,PHIL,116,3.426666667,s2020
POLISH J,PHIL,116,4.0,s2021
POLISH J,PHIL,116,4.0,s2021
DOUKHAN A,PHIL,116,3.57,s2021
SALAZAR M,PHIL,116,3.9,s2022
DOUKHAN A,PHIL,116,3.056,s2022
BOTELLO J,PHIL,116,3.148,s2023
O'CONNOR P,PHIL,116W,2.15,f2017
SHIPPEE A,PHIL,116W,1.645454545,s2018
LEITES E,PHIL,118,2.388888889,f2017
DOUKHAN A,PHIL,118,3.518,f2022
DOUKHAN A,PHIL,118,3.871,f2023
POLISH J,PHIL,118,3.536,s2022
KISILEVSKY S,PHIL,120,3.625,s2020
WHARTON R,PHIL,120,3.625,s2020
SALAZAR M,PHIL,120,3.863,s2023
PACE C,PHIL,121,3.421052632,f2017
PACE C,PHIL,121,2.936842105,s2018
ANGELOU E,PHIL,122,3.08,f2023
ANGELOU E,PHIL,122,2.905,f2023
ZYGLEWICZ T,PHIL,125,2.924,f2021
O'LOUGHLIN R,PHIL,125,3.6,f2022
ZYGLEWICZ T,PHIL,125,3.574074074,s2021
ZYGLEWICZ T,PHIL,125,2.841,s2022
BURSTEIN H,PHIL,140,3.130769231,f2017
BURSTEIN H,PHIL,140,3.595,f2018
TWOMEY R,PHIL,140,3.076470588,f2018
BURSTEIN H,PHIL,140,3.404761905,f2019
TWOMEY R,PHIL,140,3.522222222,f2020
TWOMEY R,PHIL,140,3.008,f2021
TWOMEY R,PHIL,140,3.731,f2022
TWOMEY R,PHIL,140,3.462,f2023
BURSTEIN H,PHIL,140,3.325806452,s2018
WEISS Y,PHIL,140,2.925,s2018
MICELI S,PHIL,140,2.933333333,s2019
TWOMEY R,PHIL,140,3.3,s2020
SALAZAR M,PHIL,140,3.816666667,s2021
SALAZAR M,PHIL,140,3.771,s2022
DONATO A,PHIL,141,3.6,f2018
DONATO A,PHIL,141,3.725,f2022
DONATO A,PHIL,141,3.791,f2023
DONATO A,PHIL,141,3.725,s2021
DONATO A,PHIL,142,3.813,f2021
DONATO A,PHIL,142,3.826315789,s2020
DONATO A,PHIL,142,3.626,s2023
MICELI S,PHIL,143,2.943478261,s2018
MICELI S,PHIL,143,3.5,s2019
MICELI S,PHIL,143,3.452631579,s2020
MICELI S,PHIL,143,3.05,s2021
MICELI S,PHIL,143,3.353,s2022
MICELI S,PHIL,143,3.047,s2023
DOUKHAN A,PHIL,144,2.656521739,f2017
POLISH J,PHIL,144,3.544444444,f2018
DOUKHAN A,PHIL,144,3.445833333,f2019
DOUKHAN A,PHIL,144,3.611764706,f2020
DOUKHAN A,PHIL,144,3.17,s2022
KANE J,PHIL,144,3.686,s2023
MALAGON A,PHIL,145,3.371428571,f2017
DOUKHAN A,PHIL,145,3.411,f2021
OSTLING J,PHIL,146,3.609090909,f2019
NG S,PHIL,146,3.373,f2021
WARE J,PHIL,150,3.422222222,f2017
LIVIA C,PHIL,150,2.941,f2023
KISILEVSKY S,PHIL,150,3.36,s2019
KISILEVSKY S,PHIL,150,2.823076923,s2020
KISILEVSKY S,PHIL,150,2.315384615,s2021
MATTURRI J,PHIL,160,2.926086957,f2017
MATTURRI J,PHIL,160,2.372413793,f2017
O'CONNOR P,PHIL,160,1.8125,f2017
PUGLISI M,PHIL,160,2.77,f2017
PUGLISI M,PHIL,160,3.136363636,f2017
PACE C,PHIL,160,3.441935484,f2018
KISILEVSKY S,PHIL,160,3.176923077,f2018
PUGLISI M,PHIL,160,3.169565217,f2018
KISILEVSKY S,PHIL,160,2.904166667,f2018
KISILEVSKY S,PHIL,160,3.208333333,f2019
PUGLISI M,PHIL,160,3.206666667,f2019
KISILEVSKY S,PHIL,160,3.095454545,f2019
PUGLISI M,PHIL,160,2.936842105,f2019
O'CONNOR P,PHIL,160,1.84375,f2019
O'CONNOR P,PHIL,160,1.6125,f2019
OSTLING J,PHIL,160,3.883870968,f2020
PUGLISI M,PHIL,160,3.795238095,f2020
OSTLING J,PHIL,160,3.793103448,f2020
PUGLISI M,PHIL,160,3.70952381,f2020
O'CONNOR P,PHIL,160,2.26,f2020
O'CONNOR P,PHIL,160,1.966666667,f2020
OSTLING J,PHIL,160,3.709,f2021
PUGLISI M,PHIL,160,3.34,f2021
PUGLISI M,PHIL,160,3.225,f2021
LEVENTHAL D,PHIL,160,3.014,f2021
LEVENTHAL D,PHIL,160,2.665,f2021
PUGLISI M,PHIL,160,3.814,f2022
OSTLING J,PHIL,160,3.667,f2022
PUGLISI M,PHIL,160,3.6,f2022
LEVENTHAL D,PHIL,160,2.522,f2022
PUGLISI M,PHIL,160,3.788,f2023
PUGLISI M,PHIL,160,3.764,f2023
OSTLING J,PHIL,160,3.723,f2023
LEVENTHAL D,PHIL,160,2.526,f2023
PACE C,PHIL,160,2.994285714,s2018
PACE C,PHIL,160,3.408108108,s2018
O'CONNOR P,PHIL,160,2.144444444,s2018
PUGLISI M,PHIL,160,2.394444444,s2018
PACE C,PHIL,160,2.717142857,s2018
PACE C,PHIL,160,3.210714286,s2019
PACE C,PHIL,160,3.192857143,s2019
PUGLISI M,PHIL,160,2.95,s2019
PACE C,PHIL,160,2.67,s2019
PUGLISI M,PHIL,160,3.789473684,s2020
PUGLISI M,PHIL,160,3.713043478,s2020
O'CONNOR P,PHIL,160,2.411111111,s2020
O'CONNOR P,PHIL,160,2.345454545,s2020
PUGLISI M,PHIL,160,3.92,s2021
PUGLISI M,PHIL,160,3.61875,s2021
KISILEVSKY S,PHIL,160,2.996153846,s2021
LEVENTHAL D,PHIL,160,2.720689655,s2021
LEVENTHAL D,PHIL,160,2.678571429,s2021
PUGLISI M,PHIL,160,3.705,s2022
PUGLISI M,PHIL,160,3.7,s2022
OSTLING J,PHIL,160,3.693,s2022
LEVENTHAL D,PHIL,160,2.95,s2022
LEVENTHAL D,PHIL,160,2.5,s2022
PUGLISI M,PHIL,160,3.629,s2023
PUGLISI M,PHIL,160,3.565,s2023
OSTLING J,PHIL,160,3.548,s2023
LEVENTHAL D,PHIL,160,2.168,s2023
LEVENTHAL D,PHIL,160,2.152,s2023
TWOMEY R,PHIL,212,3.285714286,f2019
TWOMEY R,PHIL,212,2.885,f2022
CORDERO A,PHIL,219,3.9,f2018
SALAZAR M,PHIL,222,3.606,f2022
SALAZAR M,PHIL,222,3.7,s2019
KISILEVSKY S,PHIL,223,2.8875,f2018
KISILEVSKY S,PHIL,223,2.890909091,f2019
KISILEVSKY S,PHIL,223,3,f2020
KISILEVSKY S,PHIL,223,3.6,s2023
OSTLING J,PHIL,224,3.957,f2023
WARE J,PHIL,224,2.955,s2018
OSTLING J,PHIL,224,3.617,s2022
CORDERO A,PHIL,225,3.572727273,f2017
CORDERO A,PHIL,225,3.621428571,f2020
CORDERO A,PHIL,225,3.34,f2021
CORDERO A,PHIL,225,2.676,f2022
CORDERO A,PHIL,225,3.007,f2023
CORDERO A,PHIL,225,3.0125,s2019
CORDERO A,PHIL,225,2.3,s2021
CORDERO A,PHIL,225,2.694,s2022
CORDERO A,PHIL,225,3.315,s2023
GROVER S,PHIL,250,3.46,f2017
DOUKHAN A,PHIL,250,3.82,s2019
DOUKHAN A,PHIL,250,3.626666667,s2021
TWOMEY R,PHIL,264,3.29375,s2019
BURSTEIN H,PHIL,264,3.726315789,s2020
BURSTEIN H,PHIL,270,3.055,f2017
BURSTEIN H,PHIL,270,3.464705882,f2018
BURSTEIN H,PHIL,270,3.438461538,f2019
POLISH J,PHIL,270,4,f2020
BURSTEIN H,PHIL,270,3.370833333,s2018
POLISH J,PHIL,270,3.644444444,s2019
POLISH J,PHIL,270,4,s2020
BENTLEY A,PHIL,270,3.330769231,s2021
POLISH J,PHIL,272,4.0,f2021
TWOMEY R,PHIL,272,3.972727273,s2020
TWOMEY R,PHIL,272,3.6,s2021
GROVER S,PHIL,383W,4,f2020
GROVER S,PHIL,383W,2.892307692,s2018
GROVER S,PHIL,383W,3.75,s2020
GRECO M,PHOTO,165,3.818181818,f2020
MESA-PELLY D,PHOTO,165,3.817647059,f2020
DODSON L,PHOTO,165,3.58,f2020
DODSON L,PHOTO,165,3.383333333,f2020
MESA-PELLY D,PHOTO,165,3.833,f2021
GRECO M,PHOTO,165,3.8,f2021
MINIELLI G,PHOTO,165,3.674,f2021
DODSON L,PHOTO,165,3.238,f2021
DODSON L,PHOTO,165,3.232,f2021
MESA-PELLY D,PHOTO,165,3.98,f2022
GRECO M,PHOTO,165,3.889,f2022
MINIELLI G,PHOTO,165,3.865,f2022
DODSON L,PHOTO,165,3.569,f2022
DODSON L,PHOTO,165,3.533,f2022
DIAZ M,PHOTO,165,3.918,f2023
MESA-PELLY D,PHOTO,165,3.707,f2023
DODSON L,PHOTO,165,3.528,f2023
DODSON L,PHOTO,165,3.276,f2023
MESA-PELLY D,PHOTO,165,3.814285714,s2021
DODSON L,PHOTO,165,3.366666667,s2021
GRECO M,PHOTO,165,3.361538462,s2021
DODSON L,PHOTO,165,3.088235294,s2021
MESA-PELLY D,PHOTO,165,3.9,s2022
GRECO M,PHOTO,165,3.881,s2022
MINIELLI G,PHOTO,165,3.653,s2022
DODSON L,PHOTO,165,3.563,s2022
DODSON L,PHOTO,165,3.173,s2022
MINIELLI G,PHOTO,165,3.62,s2023
DIAZ M,PHOTO,165,3.595,s2023
MESA-PELLY D,PHOTO,165,3.55,s2023
DODSON L,PHOTO,165,3.25,s2023
DODSON L,PHOTO,165,3.185,s2023
GRECO M,PHOTO,176,3.928571429,f2020
HARRIS S,PHOTO,176,3.591666667,f2020
MINIELLI G,PHOTO,176,3.269230769,f2020
GRECO M,PHOTO,176,3.938,f2021
GONZALEZ A,PHOTO,176,3.913,f2021
MINIELLI G,PHOTO,176,3.537,f2022
LAU W,PHOTO,176,2.744,f2022
MINIELLI G,PHOTO,176,3.758,f2023
GONZALEZ A,PHOTO,176,3.627272727,s2021
GRECO M,PHOTO,176,3.426666667,s2021
GRECO M,PHOTO,176,3.81,s2022
MINIELLI G,PHOTO,176,3.7,s2022
MINIELLI G,PHOTO,176,3.771,s2023
LAU W,PHOTO,176,2.9,s2023
LAU W,PHOTO,195,2.986,f2023
QUINATA M,PHOTO,200,3.289,f2021
MESA-PELLY D,PHOTO,225,3.784615385,f2020
GRECO M,PHOTO,225,3.636,f2021
GRECO M,PHOTO,225,3.963,f2022
GRECO M,PHOTO,225,4.0,f2023
GRECO M,PHOTO,225,3.566666667,s2021
MESA-PELLY D,PHOTO,225,3.977,s2022
GRECO M,PHOTO,225,3.97,s2022
GRECO M,PHOTO,225,3.973,s2023
GRECO M,PHOTO,230,3.471,f2023
HARRIS S,PHOTO,257,3.71,s2022
HARRIS S,PHOTO,276,3.691666667,f2020
HARRIS S,PHOTO,276,3.667,f2023
HARRIS S,PHOTO,276,3.744444444,s2021
HARRIS S,PHOTO,276,3.922,s2022
HARRIS S,PHOTO,276,3.9,s2023
GANGJI A,PHYS,103,3.104,f2017
KOROBKIN D,PHYS,103,3.104,f2017
DEYCH D,PHYS,103,3.144,f2017
GANGJI A,PHYS,103,3.144,f2017
HUANG Y,PHYS,103,3.144,f2017
DEYCH D,PHYS,103,3.124,f2017
GANGJI A,PHYS,103,3.124,f2017
KANG Y,PHYS,103,3.124,f2017
GANGJI A,PHYS,103,3.19047619,f2017
