Prof, Course, Course Number, Average, Term
ADELBERG A,ACCT,306,3.629268293,f2018
QURESHI A,ACCT,306,2.862790698,f2018
STEVENS M,ACCT,306,2.471428571,f2018
STEVENS M,ACCT,306,2.409677419,f2018
MAZZO M,ACCT,306,2.407692308,f2018
SOLIERI S,ACCT,306,2.057142857,f2018
ADELBERG A,ACCT,306,3.67260274,f2019
STEVENS M,ACCT,306,2.627272727,f2019
QURESHI A,ACCT,306,2.528571429,f2019
SOLIERI S,ACCT,306,2.404347826,f2019
STEVENS M,ACCT,306,2.3,f2019
ADELBERG A,ACCT,306,3.666666667,f2020
QURESHI A,ACCT,306,3.380952381,f2020
STEVENS M,ACCT,306,3.365517241,f2020
STEVENS M,ACCT,306,3.236363636,f2020
SOLIERI S,ACCT,306,2.93,f2020
ADELBERG A,ACCT,306,3.614,f2021
QURESHI A,ACCT,306,3.105,f2021
STEVENS M,ACCT,306,3.103,f2021
STEVENS M,ACCT,306,3.074,f2021
ADELBERG A,ACCT,306,3.894,f2022
ADELBERG A,ACCT,306,3.533,f2022
STEVENS M,ACCT,306,2.741,f2022
STEVENS M,ACCT,306,2.611,f2022
ADELBERG A,ACCT,306,3.382,f2023
STEVENS M,ACCT,306,3.209,f2023
XIAO J,ACCT,306,2.479,f2023
STEVENS M,ACCT,306,2.635897436,s2018
STEVENS M,ACCT,306,2.378947368,s2018
ADELBERG A,ACCT,306,3.354878049,s2018
SOLIERI S,ACCT,306,2.355555556,s2018
MAZZO M,ACCT,306,2.629411765,s2018
QURESHI A,ACCT,306,2.9390625,s2018
ADELBERG A,ACCT,306,3.342168675,s2019
QURESHI A,ACCT,306,2.56097561,s2019
STEVENS M,ACCT,306,2.526315789,s2019
STEVENS M,ACCT,306,2.418181818,s2019
SOLIERI S,ACCT,306,2.357894737,s2019
MAZZO M,ACCT,306,2.3,s2019
ADELBERG A,ACCT,306,3.77,s2020
STEVENS M,ACCT,306,3.057692308,s2020
STEVENS M,ACCT,306,3.047619048,s2020
QURESHI A,ACCT,306,2.806060606,s2020
SOLIERI S,ACCT,306,2.68,s2020
QURESHI A,ACCT,306,3.28,s2021
ADELBERG A,ACCT,306,3.171428571,s2021
STEVENS M,ACCT,306,3.010869565,s2021
STEVENS M,ACCT,306,2.778,s2021
MAZZO M,ACCT,306,2.764285714,s2021
ADELBERG A,ACCT,306,3.834,s2022
QURESHI A,ACCT,306,3.217,s2022
STEVENS M,ACCT,306,2.72,s2022
STEVENS M,ACCT,306,2.568,s2022
ADELBERG A,ACCT,306,3.618,s2023
STEVENS M,ACCT,306,3.392,s2023
SATENSTEIN J,ACCT,311,2.633333333,f2017
SATENSTEIN J,ACCT,311,3.253125,f2017
DAVID A,ACCT,311,2.623076923,f2017
DAVID A,ACCT,311,3.058333333,f2017
JUVA J,ACCT,311,2.21,f2017
BALKARAN D,ACCT,311,3.216666667,f2017
DOCKERY M,ACCT,311,2.882608696,f2017
SATENSTEIN J,ACCT,311,3.417391304,f2018
SATENSTEIN J,ACCT,311,3.3325,f2018
BALKARAN D,ACCT,311,3.274,f2018
DAVID A,ACCT,311,3.013888889,f2018
DAVID A,ACCT,311,2.568571429,f2018
COWAN DOCKERY M,ACCT,311,2.104347826,f2018
JUVA J,ACCT,311,1.14375,f2018
BALKARAN D,ACCT,311,3.416326531,f2019
DAVID A,ACCT,311,3.115789474,f2019
DAVID A,ACCT,311,3.113513514,f2019
SATENSTEIN J,ACCT,311,3.111111111,f2019
SATENSTEIN J,ACCT,311,2.335294118,f2019
JUVA J,ACCT,311,1.8375,f2019
UDDIN M,ACCT,311,1.542857143,f2019
DAVID A,ACCT,311,3.821621622,f2020
SATENSTEIN J,ACCT,311,3.719047619,f2020
DAVID A,ACCT,311,3.681081081,f2020
BALKARAN D,ACCT,311,3.34,f2020
SATENSTEIN J,ACCT,311,3.261111111,f2020
UDDIN M,ACCT,311,3,f2020
SATENSTEIN J,ACCT,311,3.343,f2021
BALKARAN D,ACCT,311,3.111,f2021
DAVID A,ACCT,311,3.11,f2021
SATENSTEIN J,ACCT,311,2.966,f2021
SATENSTEIN J,ACCT,311,2.13,f2021
BALKARAN D,ACCT,311,3.017,f2022
SATENSTEIN J,ACCT,311,2.758,f2022
SATENSTEIN J,ACCT,311,2.46,f2022
HUANG Q,ACCT,311,2.364,f2022
BALKARAN D,ACCT,311,3.227,f2023
SATENSTEIN J,ACCT,311,3.2,f2023
HUANG Q,ACCT,311,2.912,f2023
SATENSTEIN J,ACCT,311,2.876923077,s2018
SATENSTEIN J,ACCT,311,3.042857143,s2018
DAVID A,ACCT,311,3.390909091,s2018
DAVID A,ACCT,311,3.311538462,s2018
JUVA J,ACCT,311,2.309090909,s2018
BALKARAN D,ACCT,311,3.428,s2018
COWAN DOCKERY M,ACCT,311,2.517391304,s2018
BALKARAN D,ACCT,311,3.298076923,s2019
SATENSTEIN J,ACCT,311,3.023333333,s2019
SATENSTEIN J,ACCT,311,3.004347826,s2019
DAVID A,ACCT,311,2.802857143,s2019
DAVID A,ACCT,311,2.582051282,s2019
JUVA J,ACCT,311,2.25,s2019
UDDIN M,ACCT,311,2.2375,s2019
SATENSTEIN J,ACCT,311,3.85,s2020
DAVID A,ACCT,311,3.673076923,s2020
DAVID A,ACCT,311,3.520588235,s2020
BALKARAN D,ACCT,311,3.342105263,s2020
SATENSTEIN J,ACCT,311,3.193333333,s2020
UDDIN M,ACCT,311,3.064285714,s2020
DAVID A,ACCT,311,3.8,s2021
DAVID A,ACCT,311,3.71025641,s2021
BALKARAN D,ACCT,311,3.25,s2021
SATENSTEIN J,ACCT,311,2.781081081,s2021
SATENSTEIN J,ACCT,311,2.767857143,s2021
BALKARAN D,ACCT,311,3.17,s2022
DAVID A,ACCT,311,2.903,s2022
SATENSTEIN J,ACCT,311,2.842,s2022
SATENSTEIN J,ACCT,311,2.329,s2022
UDDIN M,ACCT,311,2.252,s2022
BALKARAN D,ACCT,311,3.222,s2023
SATENSTEIN J,ACCT,311,2.858,s2023
SATENSTEIN J,ACCT,311,2.765,s2023
HUANG Q,ACCT,311,2.455,s2023
DAUBER N,ACCT,321,2.480392157,f2017
MINTZ S,ACCT,321,3.126,f2017
SOLIERI S,ACCT,321,2.776470588,f2017
SOLIERI S,ACCT,321,2.641666667,f2017
FITZSIMONS S,ACCT,321,2.730434783,f2017
KUMAR V,ACCT,321,3.31372549,f2017
KUMAR V,ACCT,321,3.458333333,f2018
MINTZ S,ACCT,321,3.273584906,f2018
SOLIERI S,ACCT,321,3.002564103,f2018
FITZSIMONS S,ACCT,321,2.891666667,f2018
SOLIERI S,ACCT,321,2.692307692,f2018
DAUBER N,ACCT,321,2.46875,f2018
KUMAR V,ACCT,321,3.3125,f2019
MINTZ S,ACCT,321,3.111320755,f2019
FITZSIMONS S,ACCT,321,2.935294118,f2019
SOLIERI S,ACCT,321,2.51,f2019
DAUBER N,ACCT,321,2.122222222,f2019
KUMAR V,ACCT,321,3.346153846,f2020
DAUBER N,ACCT,321,3.253658537,f2020
FITZSIMONS S,ACCT,321,3.029032258,f2020
SOLIERI S,ACCT,321,3.00625,f2020
DAUBER N,ACCT,321,3.614,f2021
SOLIERI S,ACCT,321,3.0,f2021
FITZSIMONS S,ACCT,321,2.926,f2021
UDDIN M,ACCT,321,2.729,f2021
KUMAR V,ACCT,321,2.452,f2021
SOLIERI S,ACCT,321,3.3,f2022
FITZSIMONS S,ACCT,321,2.933,f2022
KUMAR V,ACCT,321,2.852,f2022
DAUBER N,ACCT,321,2.264,f2022
QAMAR Z,ACCT,321,3.083,f2023
FITZSIMONS S,ACCT,321,2.873,f2023
DAUBER N,ACCT,321,2.458,f2023
DAUBER N,ACCT,321,2.655882353,s2018
SOLIERI S,ACCT,321,2.829411765,s2018
MINTZ S,ACCT,321,3.248,s2018
KUMAR V,ACCT,321,3.265306122,s2018
MINTZ S,ACCT,321,3.205882353,s2019
KUMAR V,ACCT,321,3.04,s2019
FITZSIMONS S,ACCT,321,3.028571429,s2019
SOLIERI S,ACCT,321,2.434782609,s2019
DAUBER N,ACCT,321,2.152380952,s2019
KUMAR V,ACCT,321,3.466666667,s2020
MINTZ S,ACCT,321,3.423076923,s2020
DAUBER N,ACCT,321,3.020833333,s2020
SOLIERI S,ACCT,321,3,s2020
KUMAR V,ACCT,321,3.52,s2021
DAUBER N,ACCT,321,3.082692308,s2021
FITZSIMONS S,ACCT,321,2.912244898,s2021
UDDIN M,ACCT,321,2.694117647,s2021
KUMAR V,ACCT,321,3.368,s2022
DAUBER N,ACCT,321,3.156,s2022
FITZSIMONS S,ACCT,321,3.038,s2022
UDDIN M,ACCT,321,2.7,s2022
QAMAR Z,ACCT,321,3.468,s2023
FITZSIMONS S,ACCT,321,2.909,s2023
UDDIN M,ACCT,321,2.65,s2023
DAUBER N,ACCT,321,2.203,s2023
DAUBER N,ACCT,322,2.826829268,f2017
HITZIG N,ACCT,322,2.50625,f2017
HITZIG N,ACCT,322,2.572727273,f2017
FITZSIMONS S,ACCT,322,2.889285714,f2017
QAMAR Z,ACCT,322,2.791428571,f2017
RUTHIZER S,ACCT,322,2.719047619,f2017
DAUBER N,ACCT,322,2.968181818,f2018
QAMAR Z,ACCT,322,2.960714286,f2018
RUTHIZER S,ACCT,322,2.892682927,f2018
HITZIG N,ACCT,322,2.815,f2018
FITZSIMONS S,ACCT,322,2.716666667,f2018
QAMAR Z,ACCT,322,3.379411765,f2019
DAUBER N,ACCT,322,3.365957447,f2019
QAMAR Z,ACCT,322,3.365217391,f2019
HITZIG N,ACCT,322,2.863636364,f2019
FITZSIMONS S,ACCT,322,2.860606061,f2019
HITZIG N,ACCT,322,2.404761905,f2019
QAMAR Z,ACCT,322,3.52,f2020
QAMAR Z,ACCT,322,3.341176471,f2020
DAUBER N,ACCT,322,2.675,f2020
HITZIG N,ACCT,322,2.325,f2020
QAMAR Z,ACCT,322,3.428,f2021
QAMAR Z,ACCT,322,3.249,f2021
FITZSIMONS S,ACCT,322,2.797,f2021
DAUBER N,ACCT,322,2.733,f2021
HITZIG N,ACCT,322,2.123,f2021
QAMAR Z,ACCT,322,3.492,f2022
QAMAR Z,ACCT,322,3.353,f2022
DAUBER N,ACCT,322,2.833,f2022
HITZIG N,ACCT,322,2.613,f2022
HITZIG N,ACCT,322,2.6,f2022
HITZIG N,ACCT,322,2.809,f2023
HITZIG N,ACCT,322,2.6,f2023
DAUBER N,ACCT,322,2.738596491,s2018
HITZIG N,ACCT,322,2.705882353,s2018
HITZIG N,ACCT,322,2.966666667,s2018
FITZSIMONS S,ACCT,322,3.094444444,s2018
QAMAR Z,ACCT,322,3.168518519,s2018
RUTHIZER S,ACCT,322,3.098214286,s2018
QAMAR Z,ACCT,322,3.379166667,s2019
DAUBER N,ACCT,322,3.333898305,s2019
RUTHIZER S,ACCT,322,3.10754717,s2019
FITZSIMONS S,ACCT,322,2.930555556,s2019
HITZIG N,ACCT,322,2.704545455,s2019
HITZIG N,ACCT,322,2.662962963,s2019
QAMAR Z,ACCT,322,3.638095238,s2020
QAMAR Z,ACCT,322,3.502380952,s2020
DAUBER N,ACCT,322,3.296296296,s2020
FITZSIMONS S,ACCT,322,3.083333333,s2020
HITZIG N,ACCT,322,2.972727273,s2020
HITZIG N,ACCT,322,2.81,s2020
QAMAR Z,ACCT,322,3.414285714,s2021
QAMAR Z,ACCT,322,3.375,s2021
FITZSIMONS S,ACCT,322,3.069230769,s2021
HITZIG N,ACCT,322,2.842857143,s2021
DAUBER N,ACCT,322,2.73877551,s2021
QAMAR Z,ACCT,322,3.652,s2022
QAMAR Z,ACCT,322,3.558,s2022
HITZIG N,ACCT,322,2.581,s2022
DAUBER N,ACCT,322,2.424,s2022
HITZIG N,ACCT,322,2.314,s2022
FITZSIMONS S,ACCT,322,3.192,s2023
DAUBER N,ACCT,322,2.97,s2023
HITZIG N,ACCT,322,2.673,s2023
HITZIG N,ACCT,322,2.057,s2023
QURESHI A,ACCT,341,3.376271186,f2017
QURESHI A,ACCT,341,2.698571429,f2018
QURESHI A,ACCT,341,3.174468085,f2019
QURESHI A,ACCT,341,3.366666667,f2020
QURESHI A,ACCT,341,3.557,f2021
SOLIERI S,ACCT,341,3.0,f2022
QURESHI A,ACCT,341,3.485,f2023
QURESHI A,ACCT,341,2.828358209,s2018
QURESHI A,ACCT,341,2.32972973,s2019
QURESHI A,ACCT,341,3.486842105,s2020
QURESHI A,ACCT,341,3.486363636,s2021
QURESHI A,ACCT,341,3.312,s2022
SUH J,ACCT,341,1.822,s2023
QURESHI A,ACCT,343,3.2,f2017
QURESHI A,ACCT,343,3.17037037,f2018
QURESHI A,ACCT,343,2.804761905,f2019
QURESHI A,ACCT,343,4,f2020
QURESHI A,ACCT,343,3.827,f2021
QURESHI A,ACCT,343,4.0,f2022
QURESHI A,ACCT,343,3.835,f2023
QURESHI A,ACCT,343,3.789,f2023
QURESHI A,ACCT,343,2.785714286,s2018
QURESHI A,ACCT,343,2.915384615,s2019
QURESHI A,ACCT,343,3.777777778,s2021
QURESHI A,ACCT,343,3.6,s2022
QURESHI A,ACCT,343,3.647,s2023
QURESHI A,ACCT,343,3.585,s2023
SATENSTEIN J,ACCT,350,3.242105263,f2017
SILVERMAN A,ACCT,350,3.076666667,f2017
SATENSTEIN J,ACCT,350,3.747058824,f2018
SILVERMAN A,ACCT,350,3.126086957,f2018
SATENSTEIN J,ACCT,350,3.59375,f2019
SILVERMAN A,ACCT,350,2.914285714,f2019
SILVERMAN A,ACCT,350,3.1675,f2020
SILVERMAN A,ACCT,350,2.77,f2021
SILVERMAN A,ACCT,350,2.818,f2022
SATENSTEIN J,ACCT,350,3.444444444,s2018
SILVERMAN A,ACCT,350,3.056666667,s2018
SATENSTEIN J,ACCT,350,3.768965517,s2019
SILVERMAN A,ACCT,350,3.142307692,s2019
SATENSTEIN J,ACCT,350,3.548,s2020
SILVERMAN A,ACCT,350,3.022222222,s2020
SILVERMAN A,ACCT,350,3.246,s2021
SILVERMAN A,ACCT,350,2.681,s2022
SILVERMAN A,ACCT,350,3.07,s2023
ALTMAN J,ACCT,362,2.70862069,f2017
KATZ J,ACCT,362,3.194642857,f2017
KATZ J,ACCT,362,3.156716418,f2018
ALTMAN J,ACCT,362,2.432258065,f2018
KATZ J,ACCT,362,3.134090909,f2019
ALTMAN J,ACCT,362,2.657446809,f2019
KATZ J,ACCT,362,3.297674419,f2020
ALTMAN J,ACCT,362,2.973529412,f2020
KATZ J,ACCT,362,3.257,f2021
ALTMAN J,ACCT,362,3.198,f2021
KATZ J,ACCT,362,3.059,f2022
ALTMAN J,ACCT,362,3.005,f2022
HERCZOG L,ACCT,362,3.543,f2023
KATZ J,ACCT,362,3.031,f2023
ALTMAN J,ACCT,362,2.475438596,s2018
KATZ J,ACCT,362,3.105084746,s2018
KATZ J,ACCT,362,3.198245614,s2019
ALTMAN J,ACCT,362,2.710714286,s2019
KATZ J,ACCT,362,3.484848485,s2020
ALTMAN J,ACCT,362,3.182758621,s2020
KATZ J,ACCT,362,3.335849057,s2021
ALTMAN J,ACCT,362,2.893617021,s2021
KATZ J,ACCT,362,3.179,s2022
ALTMAN J,ACCT,362,2.95,s2022
KATZ J,ACCT,362,3.146,s2023
ALTMAN J,ACCT,362,2.957,s2023
DAVIDOVITS M,ACCT,362W,3.515384615,f2017
MINTZ S,ACCT,362W,3.511538462,f2017
LINN D,ACCT,362W,2.960869565,f2017
LINN D,ACCT,362W,3.345833333,f2017
ALTMAN J,ACCT,362W,2.92173913,f2017
GEORGIADES E,ACCT,362W,2.8,f2017
SEYMORE J,ACCT,362W,2.940909091,f2017
MINTZ S,ACCT,362W,3.15,f2017
HERCZOG L,ACCT,362W,3.744444444,f2018
DAVIDOVITS M,ACCT,362W,3.595,f2018
MINTZ S,ACCT,362W,3.563636364,f2018
MINTZ S,ACCT,362W,3.520833333,f2018
KIRSCHNER D,ACCT,362W,3.269230769,f2018
LINN D,ACCT,362W,3.22173913,f2018
LINN D,ACCT,362W,3.090909091,f2018
ALTMAN J,ACCT,362W,3.077777778,f2018
MINTZ S,ACCT,362W,3.60952381,f2019
STEIN R,ACCT,362W,3.592857143,f2019
HERCZOG L,ACCT,362W,3.511764706,f2019
HERCZOG L,ACCT,362W,3.35,f2019
LINN D,ACCT,362W,3.25625,f2019
LINN D,ACCT,362W,3.03,f2019
SEYMORE J,ACCT,362W,2.94,f2019
ALTMAN J,ACCT,362W,2.926315789,f2019
ALTMAN J,ACCT,362W,2.9,f2019
LINN D,ACCT,362W,3.79375,f2020
LINN D,ACCT,362W,3.712,f2020
HERCZOG L,ACCT,362W,3.4875,f2020
HERCZOG L,ACCT,362W,3.309090909,f2020
ALTMAN J,ACCT,362W,3.205263158,f2020
LINN D,ACCT,362W,3.788,f2021
HERCZOG L,ACCT,362W,3.6,f2021
HERCZOG L,ACCT,362W,3.6,f2021
SEYMORE J,ACCT,362W,2.831,f2021
ALTMAN J,ACCT,362W,2.742,f2021
LINN D,ACCT,362W,3.158,f2022
SEYMORE J,ACCT,362W,3.0,f2022
LINN D,ACCT,362W,3.741,f2023
KIRSCHNER D,ACCT,362W,3.117,f2023
MINTZ S,ACCT,362W,3.388461538,s2018
LINN D,ACCT,362W,3.435294118,s2018
LINN D,ACCT,362W,3.433333333,s2018
ALTMAN J,ACCT,362W,2.682608696,s2018
GEORGIADES E,ACCT,362W,3.265,s2018
SEYMORE J,ACCT,362W,2.70625,s2018
KIRSCHNER D,ACCT,362W,3.644444444,s2018
MINTZ S,ACCT,362W,3.2125,s2018
HERCZOG L,ACCT,362W,3.738888889,s2019
HERCZOG L,ACCT,362W,3.675,s2019
MINTZ S,ACCT,362W,3.544444444,s2019
LINN D,ACCT,362W,3.471428571,s2019
HERCZOG L,ACCT,362W,3.441666667,s2019
MINTZ S,ACCT,362W,3.39047619,s2019
LINN D,ACCT,362W,3.328571429,s2019
ALTMAN J,ACCT,362W,3.1,s2019
STEIN R,ACCT,362W,3.88,s2020
HERCZOG L,ACCT,362W,3.610526316,s2020
HERCZOG L,ACCT,362W,3.447368421,s2020
MINTZ S,ACCT,362W,3.431578947,s2020
LINN D,ACCT,362W,3.245454545,s2020
ALTMAN J,ACCT,362W,3.153846154,s2020
LINN D,ACCT,362W,2.98,s2020
ALTMAN J,ACCT,362W,2.9625,s2020
HERCZOG L,ACCT,362W,3.668421053,s2021
LINN D,ACCT,362W,3.645,s2021
HERCZOG L,ACCT,362W,3.477777778,s2021
SEYMORE J,ACCT,362W,3.15,s2021
ALTMAN J,ACCT,362W,3.031578947,s2021
HERCZOG L,ACCT,362W,3.783,s2022
ALTMAN J,ACCT,362W,2.581,s2022
HERCZOG L,ACCT,362W,3.585,s2023
LINN D,ACCT,362W,3.37,s2023
SEYMORE J,ACCT,362W,3.011,s2023
DAVIDOVITS M,ACCT,363,3.811111111,f2017
ELAN R,ACCT,363,2.715,f2017
LINN D,ACCT,363,2.828571429,f2017
DAVIDOVITS M,ACCT,363,3.254545455,f2018
LINN D,ACCT,363,2.88,f2018
ELAN R,ACCT,363,2.77,f2018
HERCZOG L,ACCT,363,3.673913043,f2019
ELAN R,ACCT,363,3,f2019
LINN D,ACCT,363,2.810526316,f2019
HERCZOG L,ACCT,363,3.4875,f2020
LINN D,ACCT,363,3.275757576,f2020
ELAN R,ACCT,363,2.488888889,f2020
HERCZOG L,ACCT,363,3.411,f2021
LINN D,ACCT,363,3.05,f2021
ELAN R,ACCT,363,2.39,f2021
HERCZOG L,ACCT,363,3.692,f2022
LINN D,ACCT,363,3.182,f2022
HERCZOG L,ACCT,363,3.983,f2023
ELAN R,ACCT,363,2.356,s2018
LINN D,ACCT,363,2.938095238,s2018
HERCZOG L,ACCT,363,3.614285714,s2019
LINN D,ACCT,363,2.954545455,s2019
ELAN R,ACCT,363,2.665384615,s2019
HERCZOG L,ACCT,363,3.504761905,s2020
LINN D,ACCT,363,3.0875,s2020
ELAN R,ACCT,363,2.758333333,s2020
LINN D,ACCT,363,3.07,s2021
ELAN R,ACCT,363,2.546153846,s2021
HERCZOG L,ACCT,363,3.881,s2022
LINN D,ACCT,363,3.139,s2022
HERCZOG L,ACCT,363,3.529,s2023
LINN D,ACCT,363,3.235,s2023
LEIBOWICZ B,ACCT,367,2.436956522,f2017
MANDELKORN S,ACCT,367,2.863636364,f2017
BLUMENFRUCHT I,ACCT,367,2.684615385,f2017
BARONE E,ACCT,367,2.447058824,f2017
BARONE E,ACCT,367,2.652,f2017
LAHIJANI R,ACCT,367,2.16,f2017
RUTHIZER S,ACCT,367,2.654901961,f2017
THALER M,ACCT,367,3.560606061,f2018
THALER M,ACCT,367,3.484090909,f2018
CALAMARI J,ACCT,367,3.0,f2018
RUTHIZER S,ACCT,367,2.75625,f2018
BARONE E,ACCT,367,2.726086957,f2018
BARONE E,ACCT,367,2.642222222,f2018
BLUMENFRUCHT I,ACCT,367,2.529268293,f2018
BALKARAN D,ACCT,367,3.419607843,f2019
THALER M,ACCT,367,3.310638298,f2019
CALAMARI J,ACCT,367,2.858064516,f2019
BLUMENFRUCHT I,ACCT,367,2.633333333,f2019
LEIBOWICZ B,ACCT,367,2.62,f2019
BARONE E,ACCT,367,2.604081633,f2019
BARONE E,ACCT,367,2.573333333,f2019
THALER M,ACCT,367,3.7425,f2020
BARONE E,ACCT,367,3.35,f2020
BARONE E,ACCT,367,3.184615385,f2020
BLUMENFRUCHT I,ACCT,367,3.135714286,f2020
CALAMARI J,ACCT,367,2.972972973,f2020
LEIBOWICZ B,ACCT,367,2.7,f2020
THALER M,ACCT,367,3.707,f2021
BLUMENFRUCHT I,ACCT,367,3.354,f2021
BARONE E,ACCT,367,2.812,f2021
CALAMARI J,ACCT,367,2.618,f2021
BARONE E,ACCT,367,2.6,f2021
LEIBOWICZ B,ACCT,367,2.18,f2021
BLUMENFRUCHT I,ACCT,367,3.494,f2022
BARONE E,ACCT,367,2.989,f2022
BLUMENFRUCHT I,ACCT,367,2.95,f2022
BARONE E,ACCT,367,2.775,f2022
CALAMARI J,ACCT,367,2.704,f2022
LEIBOWICZ B,ACCT,367,2.686,f2022
BLUMENFRUCHT I,ACCT,367,3.361,f2023
BLUMENFRUCHT I,ACCT,367,3.248,f2023
CALAMARI J,ACCT,367,3.194,f2023
LEIBOWICZ B,ACCT,367,1.955,f2023
LEIBOWICZ B,ACCT,367,2.182051282,s2018
THALER M,ACCT,367,2.996774194,s2018
BLUMENFRUCHT I,ACCT,367,2.8775,s2018
BARONE E,ACCT,367,2.829545455,s2018
BARONE E,ACCT,367,2.851020408,s2018
LAHIJANI R,ACCT,367,2.080952381,s2018
RUTHIZER S,ACCT,367,2.942857143,s2018
THALER M,ACCT,367,3.544736842,s2019
BALKARAN D,ACCT,367,3.408333333,s2019
BARONE E,ACCT,367,2.965853659,s2019
BLUMENFRUCHT I,ACCT,367,2.781578947,s2019
BARONE E,ACCT,367,2.671794872,s2019
CALAMARI J,ACCT,367,2.636,s2019
LEIBOWICZ B,ACCT,367,2.457142857,s2019
THALER M,ACCT,367,3.85483871,s2020
THALER M,ACCT,367,3.615151515,s2020
LEIBOWICZ B,ACCT,367,3.21,s2020
BARONE E,ACCT,367,3.141935484,s2020
BARONE E,ACCT,367,3.09375,s2020
BLUMENFRUCHT I,ACCT,367,2.813043478,s2020
CALAMARI J,ACCT,367,2.735714286,s2020
THALER M,ACCT,367,3.723076923,s2021
BARONE E,ACCT,367,3.282758621,s2021
BLUMENFRUCHT I,ACCT,367,3.238709677,s2021
BARONE E,ACCT,367,3.06,s2021
LEIBOWICZ B,ACCT,367,2.835714286,s2021
CALAMARI J,ACCT,367,2.814705882,s2021
THALER M,ACCT,367,3.826,s2022
BLUMENFRUCHT I,ACCT,367,3.28,s2022
BARONE E,ACCT,367,2.878,s2022
BARONE E,ACCT,367,2.696,s2022
CALAMARI J,ACCT,367,2.694,s2022
LEIBOWICZ B,ACCT,367,2.628,s2022
BLUMENFRUCHT I,ACCT,367,3.247,s2023
CALAMARI J,ACCT,367,3.025,s2023
BARONE E,ACCT,367,2.719,s2023
LEIBOWICZ B,ACCT,367,2.02,s2023
SUN F,ACCT,372,3.293333333,f2017
SUN F,ACCT,372,3.263793103,f2017
SILVERMAN A,ACCT,372,2.858333333,f2017
SILVERMAN A,ACCT,372,2.776086957,f2017
XIAO J,ACCT,372,1.942857143,f2017
XIAO J,ACCT,372,2.433333333,f2017
BALKARAN D,ACCT,372,3.219642857,f2017
BALKARAN D,ACCT,372,3.334615385,f2018
XIAO J,ACCT,372,2.922222222,f2018
SUN F,ACCT,372,2.839130435,f2018
SUN F,ACCT,372,2.823076923,f2018
XIAO J,ACCT,372,2.784615385,f2018
SILVERMAN A,ACCT,372,2.766666667,f2018
SILVERMAN A,ACCT,372,2.554761905,f2018
BALKARAN D,ACCT,372,3.17755102,f2019
SILVERMAN A,ACCT,372,3.058139535,f2019
SUN F,ACCT,372,2.763636364,f2019
SILVERMAN A,ACCT,372,2.680851064,f2019
SUN F,ACCT,372,2.665116279,f2019
XIAO J,ACCT,372,2.191666667,f2019
BALKARAN D,ACCT,372,3.365789474,f2020
SUN F,ACCT,372,3.247368421,f2020
SILVERMAN A,ACCT,372,3.229411765,f2020
XIAO J,ACCT,372,3.13,f2020
SUN F,ACCT,372,3.091304348,f2020
SUN F,ACCT,372,2.851724138,f2020
SILVERMAN A,ACCT,372,3.047,f2021
BALKARAN D,ACCT,372,2.903,f2021
SUN F,ACCT,372,2.888,f2021
SILVERMAN A,ACCT,372,2.782,f2021
XIAO J,ACCT,372,2.738,f2021
BALKARAN D,ACCT,372,3.207,f2022
XIAO J,ACCT,372,2.81,f2022
XIAO J,ACCT,372,2.373,f2022
SILVERMAN A,ACCT,372,2.234,f2022
SUN F,ACCT,372,3.209,f2023
BALKARAN D,ACCT,372,3.163,f2023
XIAO J,ACCT,372,2.456,f2023
SUN F,ACCT,372,3.082978723,s2018
SUN F,ACCT,372,2.672727273,s2018
SILVERMAN A,ACCT,372,2.86,s2018
SILVERMAN A,ACCT,372,2.809756098,s2018
BALKARAN D,ACCT,372,3.338461538,s2018
BALKARAN D,ACCT,372,3.446666667,s2019
SILVERMAN A,ACCT,372,3.272727273,s2019
SUN F,ACCT,372,3.029545455,s2019
SUN F,ACCT,372,2.924444444,s2019
SILVERMAN A,ACCT,372,2.421428571,s2019
XIAO J,ACCT,372,2.33,s2019
XIAO J,ACCT,372,2.255555556,s2019
SUN F,ACCT,372,3.430434783,s2020
SILVERMAN A,ACCT,372,3.371428571,s2020
BALKARAN D,ACCT,372,3.319444444,s2020
SUN F,ACCT,372,3.244,s2020
SILVERMAN A,ACCT,372,2.913043478,s2020
SUN F,ACCT,372,3.378947368,s2021
BALKARAN D,ACCT,372,3.296296296,s2021
SILVERMAN A,ACCT,372,3.0525,s2021
SUN F,ACCT,372,2.954285714,s2021
SUN F,ACCT,372,2.6975,s2021
BALKARAN D,ACCT,372,3.138,s2022
SUN F,ACCT,372,2.65,s2022
SILVERMAN A,ACCT,372,2.639,s2022
XIAO J,ACCT,372,2.236,s2022
BALKARAN D,ACCT,372,3.218,s2023
SILVERMAN A,ACCT,372,2.63,s2023
SUN F,ACCT,372,2.563,s2023
XIAO J,ACCT,385,2.744,f2021
SOLIERI S,ACCT,385,3.6625,s2020
XIAO J,ACCT,385,2.888888889,s2021
SOLIERI S,ACCT,385,2.792,s2023
SOLIERI S,ACCT,3913,3.514285714,s2019
DAVIDOVITS M,ACCT,393W,4.0,f2018
HERCZOG L,ACCT,393W,3.594444444,f2019
HERCZOG L,ACCT,393W,3.823076923,f2020
HERCZOG L,ACCT,393W,3.54,f2021
DAUBER N,ACCT,393W,3.218181818,s2018
HERCZOG L,ACCT,393W,3.673333333,s2020
HERCZOG L,ACCT,393W,3.84,s2021
